Crew Name,Spacecraft (Launch),Spacecraft (Return),Changed craft,Duration (days),Launch date,Return date,Destination,Space Station,Mission Result
Eileen Collins,"STS-63, Discovery","STS-63, Discovery",FALSE,8.27,03-02-1995,11-02-1995,Earth Orbit,None visited,Returned
James Wetherbee,"STS-63, Discovery","STS-63, Discovery",FALSE,8.27,03-02-1995,11-02-1995,Earth Orbit,None visited,Returned
Janice E. Voss,"STS-63, Discovery","STS-63, Discovery",FALSE,8.27,03-02-1995,11-02-1995,Earth Orbit,None visited,Returned
Michael Foale,"STS-63, Discovery","STS-63, Discovery",FALSE,8.27,03-02-1995,11-02-1995,Earth Orbit,None visited,Returned
Vladimir Titov,"STS-63, Discovery","STS-63, Discovery",FALSE,8.27,03-02-1995,11-02-1995,Earth Orbit,None visited,Returned
John Grunsfeld,"STS-67, Endeavour","STS-67, Endeavour",FALSE,16.63,02-03-1995,18-03-1995,Earth Orbit,None visited,Returned
Ronald A. Parise,"STS-67, Endeavour","STS-67, Endeavour",FALSE,16.63,02-03-1995,18-03-1995,Earth Orbit,None visited,Returned
Samuel T. Durrance,"STS-67, Endeavour","STS-67, Endeavour",FALSE,16.63,02-03-1995,18-03-1995,Earth Orbit,None visited,Returned
Stephen Oswald,"STS-67, Endeavour","STS-67, Endeavour",FALSE,16.63,02-03-1995,18-03-1995,Earth Orbit,None visited,Returned
Tamara E. Jernigan,"STS-67, Endeavour","STS-67, Endeavour",FALSE,16.63,02-03-1995,18-03-1995,Earth Orbit,None visited,Returned
Wendy Lawrence,"STS-67, Endeavour","STS-67, Endeavour",FALSE,16.63,02-03-1995,18-03-1995,Earth Orbit,None visited,Returned
William Gregory,"STS-67, Endeavour","STS-67, Endeavour",FALSE,16.63,02-03-1995,18-03-1995,Earth Orbit,None visited,Returned
Gennadi Strekalov,Soyuz TM-21,"STS-71, Atlantis",TRUE,115.36,14-03-1995,07-07-1995,Mir,Mir,Returned
Norman Thagard,Soyuz TM-21,"STS-71, Atlantis",TRUE,115.36,14-03-1995,07-07-1995,Mir,Mir,Returned
Vladimir N. Dezhurov,Soyuz TM-21,"STS-71, Atlantis",TRUE,115.36,14-03-1995,07-07-1995,Mir,Mir,Returned
Anatoly Solovyev,"STS-71, Atlantis",Soyuz TM-21,TRUE,75.47,27-06-1995,11-09-1995,Mir,Mir,Returned
Bonnie J. Dunbar,"STS-71, Atlantis","STS-71, Atlantis",FALSE,9.81,27-06-1995,07-07-1995,Mir,Mir,Returned
Charles Precourt,"STS-71, Atlantis","STS-71, Atlantis",FALSE,9.81,27-06-1995,07-07-1995,Mir,Mir,Returned
Ellen Baker,"STS-71, Atlantis","STS-71, Atlantis",FALSE,9.81,27-06-1995,07-07-1995,Mir,Mir,Returned
Gregory Harbaugh,"STS-71, Atlantis","STS-71, Atlantis",FALSE,9.81,27-06-1995,07-07-1995,Mir,Mir,Returned
Nikolai Budarin,"STS-71, Atlantis",Soyuz TM-21,TRUE,75.47,27-06-1995,11-09-1995,Mir,Mir,Returned
Robert L. Gibson,"STS-71, Atlantis","STS-71, Atlantis",FALSE,9.81,27-06-1995,07-07-1995,Mir,Mir,Returned
Donald Thomas,"STS-70, Discovery","STS-70, Discovery",FALSE,8.93,13-07-1995,22-07-1995,Earth Orbit,None visited,Returned
Kevin Kregel,"STS-70, Discovery","STS-70, Discovery",FALSE,8.93,13-07-1995,22-07-1995,Earth Orbit,None visited,Returned
Mary Weber,"STS-70, Discovery","STS-70, Discovery",FALSE,8.93,13-07-1995,22-07-1995,Earth Orbit,None visited,Returned
Nancy J. Currie-Gregg,"STS-70, Discovery","STS-70, Discovery",FALSE,8.93,13-07-1995,22-07-1995,Earth Orbit,None visited,Returned
Terence Henricks,"STS-70, Discovery","STS-70, Discovery",FALSE,8.93,13-07-1995,22-07-1995,Earth Orbit,None visited,Returned
Sergei Avdeyev,Soyuz TM-22,Soyuz TM-22,FALSE,179.07,03-09-1995,29-02-1996,Mir,Mir,Returned
Thomas Reiter,Soyuz TM-22,Soyuz TM-22,FALSE,179.07,03-09-1995,29-02-1996,Mir,Mir,Returned
Yuri Gidzenko,Soyuz TM-22,Soyuz TM-22,FALSE,179.07,03-09-1995,29-02-1996,Mir,Mir,Returned
David M. Walker,"STS-69, Endeavour","STS-69, Endeavour",FALSE,10.85,07-09-1995,18-09-1995,Earth Orbit,None visited,Returned
James H. Newman,"STS-69, Endeavour","STS-69, Endeavour",FALSE,10.85,07-09-1995,18-09-1995,Earth Orbit,None visited,Returned
James S. Voss,"STS-69, Endeavour","STS-69, Endeavour",FALSE,10.85,07-09-1995,18-09-1995,Earth Orbit,None visited,Returned
Kenneth Cockrell,"STS-69, Endeavour","STS-69, Endeavour",FALSE,10.85,07-09-1995,18-09-1995,Earth Orbit,None visited,Returned
Michael Gernhardt,"STS-69, Endeavour","STS-69, Endeavour",FALSE,10.85,07-09-1995,18-09-1995,Earth Orbit,None visited,Returned
Albert Sacco,"STS-73, Columbia","STS-73, Columbia",FALSE,15.91,20-10-1995,05-11-1995,Earth Orbit,None visited,Returned
Catherine Coleman,"STS-73, Columbia","STS-73, Columbia",FALSE,15.91,20-10-1995,05-11-1995,Earth Orbit,None visited,Returned
Frederick W. Leslie,"STS-73, Columbia","STS-73, Columbia",FALSE,15.91,20-10-1995,05-11-1995,Earth Orbit,None visited,Returned
Kathryn C. Thornton,"STS-73, Columbia","STS-73, Columbia",FALSE,15.91,20-10-1995,05-11-1995,Earth Orbit,None visited,Returned
Kenneth Bowersox,"STS-73, Columbia","STS-73, Columbia",FALSE,15.91,20-10-1995,05-11-1995,Earth Orbit,None visited,Returned
Kent Rominger,"STS-73, Columbia","STS-73, Columbia",FALSE,15.91,20-10-1995,05-11-1995,Earth Orbit,None visited,Returned
Michael Lopez-Alegria,"STS-73, Columbia","STS-73, Columbia",FALSE,15.91,20-10-1995,05-11-1995,Earth Orbit,None visited,Returned
Chris Hadfield,"STS-74, Atlantis","STS-74, Atlantis",FALSE,8.19,12-11-1995,20-11-1995,Mir,Mir,Returned
James Halsell,"STS-74, Atlantis","STS-74, Atlantis",FALSE,8.19,12-11-1995,20-11-1995,Mir,Mir,Returned
Jerry L. Ross,"STS-74, Atlantis","STS-74, Atlantis",FALSE,8.19,12-11-1995,20-11-1995,Mir,Mir,Returned
Kenneth Cameron,"STS-74, Atlantis","STS-74, Atlantis",FALSE,8.19,12-11-1995,20-11-1995,Mir,Mir,Returned
William S. McArthur,"STS-74, Atlantis","STS-74, Atlantis",FALSE,8.19,12-11-1995,20-11-1995,Mir,Mir,Returned
Brent W. Jett,"STS-72, Endeavour","STS-72, Endeavour",FALSE,8.92,11-01-1996,20-01-1996,Earth Orbit,None visited,Returned
Brian Duffy,"STS-72, Endeavour","STS-72, Endeavour",FALSE,8.92,11-01-1996,20-01-1996,Earth Orbit,None visited,Returned
Daniel Barry,"STS-72, Endeavour","STS-72, Endeavour",FALSE,8.92,11-01-1996,20-01-1996,Earth Orbit,None visited,Returned
Koichi Wakata,"STS-72, Endeavour","STS-72, Endeavour",FALSE,8.92,11-01-1996,20-01-1996,Earth Orbit,None visited,Returned
Leroy Chiao,"STS-72, Endeavour","STS-72, Endeavour",FALSE,8.92,11-01-1996,20-01-1996,Earth Orbit,None visited,Returned
Winston Scott,"STS-72, Endeavour","STS-72, Endeavour",FALSE,8.92,11-01-1996,20-01-1996,Earth Orbit,None visited,Returned
Yuri Onufrienko,Soyuz TM-23,Soyuz TM-23,FALSE,193.8,21-02-1996,02-09-1996,Mir,Mir,Returned
Yury Usachov,Soyuz TM-23,Soyuz TM-23,FALSE,193.8,21-02-1996,02-09-1996,Mir,Mir,Returned
Andrew M. Allen,"STS-75, Columbia","STS-75, Columbia",FALSE,15.74,22-02-1996,09-03-1996,Earth Orbit,None visited,Returned
Claude Nicollier,"STS-75, Columbia","STS-75, Columbia",FALSE,15.74,22-02-1996,09-03-1996,Earth Orbit,None visited,Returned
Franklin Chang-Diaz,"STS-75, Columbia","STS-75, Columbia",FALSE,15.74,22-02-1996,09-03-1996,Earth Orbit,None visited,Returned
Jeffrey Hoffman,"STS-75, Columbia","STS-75, Columbia",FALSE,15.74,22-02-1996,09-03-1996,Earth Orbit,None visited,Returned
Maurizio Cheli,"STS-75, Columbia","STS-75, Columbia",FALSE,15.74,22-02-1996,09-03-1996,Earth Orbit,None visited,Returned
Scott Horowitz,"STS-75, Columbia","STS-75, Columbia",FALSE,15.74,22-02-1996,09-03-1996,Earth Orbit,None visited,Returned
Umberto Guidoni,"STS-75, Columbia","STS-75, Columbia",FALSE,15.74,22-02-1996,09-03-1996,Earth Orbit,None visited,Returned
Kevin Chilton,"STS-76, Atlantis","STS-76, Atlantis",FALSE,9.22,22-03-1996,31-03-1996,Mir,Mir,Returned
Linda Godwin,"STS-76, Atlantis","STS-76, Atlantis",FALSE,9.22,22-03-1996,31-03-1996,Mir,Mir,Returned
Michael Clifford,"STS-76, Atlantis","STS-76, Atlantis",FALSE,9.22,22-03-1996,31-03-1996,Mir,Mir,Returned
Richard A. Searfoss,"STS-76, Atlantis","STS-76, Atlantis",FALSE,9.22,22-03-1996,31-03-1996,Mir,Mir,Returned
Ronald M. Sega,"STS-76, Atlantis","STS-76, Atlantis",FALSE,9.22,22-03-1996,31-03-1996,Mir,Mir,Returned
Shannon Lucid,"STS-76, Atlantis","STS-79, Atlantis",TRUE,188.17,22-03-1996,26-09-1996,Mir,Mir,Returned
Andrew Thomas,"STS-77, Endeavour","STS-77, Endeavour",FALSE,10.03,19-05-1996,29-05-1996,Earth Orbit,None visited,Returned
Curtis Brown,"STS-77, Endeavour","STS-77, Endeavour",FALSE,10.03,19-05-1996,29-05-1996,Earth Orbit,None visited,Returned
Daniel Bursch,"STS-77, Endeavour","STS-77, Endeavour",FALSE,10.03,19-05-1996,29-05-1996,Earth Orbit,None visited,Returned
John Casper,"STS-77, Endeavour","STS-77, Endeavour",FALSE,10.03,19-05-1996,29-05-1996,Earth Orbit,None visited,Returned
Marc Garneau,"STS-77, Endeavour","STS-77, Endeavour",FALSE,10.03,19-05-1996,29-05-1996,Earth Orbit,None visited,Returned
Mario Runco,"STS-77, Endeavour","STS-77, Endeavour",FALSE,10.03,19-05-1996,29-05-1996,Earth Orbit,None visited,Returned
Charles Brady,"STS-78, Columbia","STS-78, Columbia",FALSE,16.91,20-06-1996,07-07-1996,Earth Orbit,None visited,Returned
Jean-Jacques Favier,"STS-78, Columbia","STS-78, Columbia",FALSE,16.91,20-06-1996,07-07-1996,Earth Orbit,None visited,Returned
Kevin Kregel,"STS-78, Columbia","STS-78, Columbia",FALSE,16.91,20-06-1996,07-07-1996,Earth Orbit,None visited,Returned
Richard Linnehan,"STS-78, Columbia","STS-78, Columbia",FALSE,16.91,20-06-1996,07-07-1996,Earth Orbit,None visited,Returned
Robert Thirsk,"STS-78, Columbia","STS-78, Columbia",FALSE,16.91,20-06-1996,07-07-1996,Earth Orbit,None visited,Returned
Susan Helms,"STS-78, Columbia","STS-78, Columbia",FALSE,16.91,20-06-1996,07-07-1996,Earth Orbit,None visited,Returned
Terence Henricks,"STS-78, Columbia","STS-78, Columbia",FALSE,16.91,20-06-1996,07-07-1996,Earth Orbit,None visited,Returned
Alexsandr Kaleri,Soyuz TM-24,Soyuz TM-24,FALSE,196.73,17-08-1996,02-03-1997,Mir,Mir,Returned
Claudie Haigneré,Soyuz TM-24,Soyuz TM-23,TRUE,15.77,17-08-1996,02-09-1996,Mir,Mir,Returned
Valery Korzun,Soyuz TM-24,Soyuz TM-24,FALSE,196.73,17-08-1996,02-03-1997,Mir,Mir,Returned
Carl E. Walz,"STS-79, Atlantis","STS-79, Atlantis",FALSE,10.14,16-09-1996,26-09-1996,Mir,Mir,Returned
Jerome Apt,"STS-79, Atlantis","STS-79, Atlantis",FALSE,10.14,16-09-1996,26-09-1996,Mir,Mir,Returned
John Blaha,"STS-79, Atlantis","STS-81, Atlantis",TRUE,128.23,16-09-1996,22-01-1997,Mir,Mir,Returned
Terrence Wilcutt,"STS-79, Atlantis","STS-79, Atlantis",FALSE,10.14,16-09-1996,26-09-1996,Mir,Mir,Returned
Thomas Akers,"STS-79, Atlantis","STS-79, Atlantis",FALSE,10.14,16-09-1996,26-09-1996,Mir,Mir,Returned
William Readdy,"STS-79, Atlantis","STS-79, Atlantis",FALSE,10.14,16-09-1996,26-09-1996,Mir,Mir,Returned
Kenneth Cockrell,"STS-80, Columbia","STS-80, Columbia",FALSE,17.66,19-11-1996,07-12-1996,Earth Orbit,None visited,Returned
Kent Rominger,"STS-80, Columbia","STS-80, Columbia",FALSE,17.66,19-11-1996,07-12-1996,Earth Orbit,None visited,Returned
Story Musgrave,"STS-80, Columbia","STS-80, Columbia",FALSE,17.66,19-11-1996,07-12-1996,Earth Orbit,None visited,Returned
Tamara E. Jernigan,"STS-80, Columbia","STS-80, Columbia",FALSE,17.66,19-11-1996,07-12-1996,Earth Orbit,None visited,Returned
Thomas D. Jones,"STS-80, Columbia","STS-80, Columbia",FALSE,17.66,19-11-1996,07-12-1996,Earth Orbit,None visited,Returned
Brent W. Jett,"STS-81, Atlantis","STS-81, Atlantis",FALSE,10.21,12-01-1997,22-01-1997,Mir,Mir,Returned
Jerry Linenger,"STS-81, Atlantis","STS-84, Atlantis",TRUE,132.17,12-01-1997,24-05-1997,Mir,Mir,Returned
John Grunsfeld,"STS-81, Atlantis","STS-81, Atlantis",FALSE,10.21,12-01-1997,22-01-1997,Mir,Mir,Returned
Marsha Ivins,"STS-81, Atlantis","STS-81, Atlantis",FALSE,10.21,12-01-1997,22-01-1997,Mir,Mir,Returned
Michael Baker,"STS-81, Atlantis","STS-81, Atlantis",FALSE,10.21,12-01-1997,22-01-1997,Mir,Mir,Returned
Peter Wisoff,"STS-81, Atlantis","STS-81, Atlantis",FALSE,10.21,12-01-1997,22-01-1997,Mir,Mir,Returned
Aleksandr Lazutkin,Soyuz TM-25,Soyuz TM-25,FALSE,184.92,10-02-1997,14-08-1997,Mir,Mir,Returned
Reinhold Ewald,Soyuz TM-25,Soyuz TM-24,TRUE,19.69,10-02-1997,02-03-1997,Mir,Mir,Returned
Vasily Tsibliyev,Soyuz TM-25,Soyuz TM-25,FALSE,184.92,10-02-1997,14-08-1997,Mir,Mir,Returned
Gregory Harbaugh,"STS-82, Discovery","STS-82, Discovery",FALSE,9.98,11-02-1997,21-02-1997,Earth Orbit,None visited,Returned
Joseph Tanner,"STS-82, Discovery","STS-82, Discovery",FALSE,9.98,11-02-1997,21-02-1997,Earth Orbit,None visited,Returned
Kenneth Bowersox,"STS-82, Discovery","STS-82, Discovery",FALSE,9.98,11-02-1997,21-02-1997,Earth Orbit,None visited,Returned
Mark C. Lee,"STS-82, Discovery","STS-82, Discovery",FALSE,9.98,11-02-1997,21-02-1997,Earth Orbit,None visited,Returned
Scott Horowitz,"STS-82, Discovery","STS-82, Discovery",FALSE,9.98,11-02-1997,21-02-1997,Earth Orbit,None visited,Returned
Steven Hawley,"STS-82, Discovery","STS-82, Discovery",FALSE,9.98,11-02-1997,21-02-1997,Earth Orbit,None visited,Returned
Steven Smith,"STS-82, Discovery","STS-82, Discovery",FALSE,9.98,11-02-1997,21-02-1997,Earth Orbit,None visited,Returned
Donald Thomas,"STS-83, Columbia","STS-83, Columbia",FALSE,3.97,04-04-1997,08-04-1997,Earth Orbit,None visited,Returned
Gregory Linteris,"STS-83, Columbia","STS-83, Columbia",FALSE,3.97,04-04-1997,08-04-1997,Earth Orbit,None visited,Returned
James Halsell,"STS-83, Columbia","STS-83, Columbia",FALSE,3.97,04-04-1997,08-04-1997,Earth Orbit,None visited,Returned
Janice E. Voss,"STS-83, Columbia","STS-83, Columbia",FALSE,3.97,04-04-1997,08-04-1997,Earth Orbit,None visited,Returned
Michael Gernhardt,"STS-83, Columbia","STS-83, Columbia",FALSE,3.97,04-04-1997,08-04-1997,Earth Orbit,None visited,Returned
Roger Crouch,"STS-83, Columbia","STS-83, Columbia",FALSE,3.97,04-04-1997,08-04-1997,Earth Orbit,None visited,Returned
Susan Kilrain,"STS-83, Columbia","STS-83, Columbia",FALSE,3.97,04-04-1997,08-04-1997,Earth Orbit,None visited,Returned
Carlos I. Noriega,"STS-84, Atlantis","STS-84, Atlantis",FALSE,9.22,15-05-1997,24-05-1997,Mir,Mir,Returned
Charles Precourt,"STS-84, Atlantis","STS-84, Atlantis",FALSE,9.22,15-05-1997,24-05-1997,Mir,Mir,Returned
Edward Lu,"STS-84, Atlantis","STS-84, Atlantis",FALSE,9.22,15-05-1997,24-05-1997,Mir,Mir,Returned
Eileen Collins,"STS-84, Atlantis","STS-84, Atlantis",FALSE,9.22,15-05-1997,24-05-1997,Mir,Mir,Returned
Jean-François Clervoy,"STS-84, Atlantis","STS-84, Atlantis",FALSE,9.22,15-05-1997,24-05-1997,Mir,Mir,Returned
Michael Foale,"STS-84, Atlantis","STS-86, Atlantis",TRUE,144.08,15-05-1997,06-10-1997,Mir,Mir,Returned
Yelena Kondakova,"STS-84, Atlantis","STS-84, Atlantis",FALSE,9.22,15-05-1997,24-05-1997,Mir,Mir,Returned
Donald Thomas,"STS-94, Columbia","STS-94, Columbia",FALSE,15.7,01-07-1997,17-07-1997,Earth Orbit,None visited,Returned
Gregory Linteris,"STS-94, Columbia","STS-94, Columbia",FALSE,15.7,01-07-1997,17-07-1997,Earth Orbit,None visited,Returned
James Halsell,"STS-94, Columbia","STS-94, Columbia",FALSE,15.7,01-07-1997,17-07-1997,Earth Orbit,None visited,Returned
Janice E. Voss,"STS-94, Columbia","STS-94, Columbia",FALSE,15.7,01-07-1997,17-07-1997,Earth Orbit,None visited,Returned
Michael Gernhardt,"STS-94, Columbia","STS-94, Columbia",FALSE,15.7,01-07-1997,17-07-1997,Earth Orbit,None visited,Returned
Roger Crouch,"STS-94, Columbia","STS-94, Columbia",FALSE,15.7,01-07-1997,17-07-1997,Earth Orbit,None visited,Returned
Susan Kilrain,"STS-94, Columbia","STS-94, Columbia",FALSE,15.7,01-07-1997,17-07-1997,Earth Orbit,None visited,Returned
Anatoly Solovyev,Soyuz TM-26,Soyuz TM-26,FALSE,197.73,05-08-1997,19-02-1998,Mir,Mir,Returned
Pavel Vinogradov,Soyuz TM-26,Soyuz TM-26,FALSE,197.73,05-08-1997,19-02-1998,Mir,Mir,Returned
Bjarni Tryggvason,"STS-85, Discovery","STS-85, Discovery",FALSE,11.85,07-08-1997,19-08-1997,Earth Orbit,None visited,Returned
Curtis Brown,"STS-85, Discovery","STS-85, Discovery",FALSE,11.85,07-08-1997,19-08-1997,Earth Orbit,None visited,Returned
Kent Rominger,"STS-85, Discovery","STS-85, Discovery",FALSE,11.85,07-08-1997,19-08-1997,Earth Orbit,None visited,Returned
Nancy Jan Davis,"STS-85, Discovery","STS-85, Discovery",FALSE,11.85,07-08-1997,19-08-1997,Earth Orbit,None visited,Returned
Robert Curbeam,"STS-85, Discovery","STS-85, Discovery",FALSE,11.85,07-08-1997,19-08-1997,Earth Orbit,None visited,Returned
Stephen Robinson,"STS-85, Discovery","STS-85, Discovery",FALSE,11.85,07-08-1997,19-08-1997,Earth Orbit,None visited,Returned
David Wolf,"STS-86, Atlantis","STS-89, Endeavour",TRUE,128.33,25-09-1997,31-01-1998,Mir,Mir,Returned
James Wetherbee,"STS-86, Atlantis","STS-86, Atlantis",FALSE,10.81,25-09-1997,06-10-1997,Mir,Mir,Returned
Jean-Loup Chrétien,"STS-86, Atlantis","STS-86, Atlantis",FALSE,10.81,25-09-1997,06-10-1997,Mir,Mir,Returned
Michael J. Bloomfield,"STS-86, Atlantis","STS-86, Atlantis",FALSE,10.81,25-09-1997,06-10-1997,Mir,Mir,Returned
Scott Parazynski,"STS-86, Atlantis","STS-86, Atlantis",FALSE,10.81,25-09-1997,06-10-1997,Mir,Mir,Returned
Vladimir Titov,"STS-86, Atlantis","STS-86, Atlantis",FALSE,10.81,25-09-1997,06-10-1997,Mir,Mir,Returned
Wendy Lawrence,"STS-86, Atlantis","STS-86, Atlantis",FALSE,10.81,25-09-1997,06-10-1997,Mir,Mir,Returned
Kalpana Chawla,"STS-87, Columbia","STS-87, Columbia",FALSE,15.69,19-11-1997,05-12-1997,Earth Orbit,None visited,Returned
Kevin Kregel,"STS-87, Columbia","STS-87, Columbia",FALSE,15.69,19-11-1997,05-12-1997,Earth Orbit,None visited,Returned
Leonid Kadenyuk,"STS-87, Columbia","STS-87, Columbia",FALSE,15.69,19-11-1997,05-12-1997,Earth Orbit,None visited,Returned
Steven Lindsey,"STS-87, Columbia","STS-87, Columbia",FALSE,15.69,19-11-1997,05-12-1997,Earth Orbit,None visited,Returned
Takao Doi,"STS-87, Columbia","STS-87, Columbia",FALSE,15.69,19-11-1997,05-12-1997,Earth Orbit,None visited,Returned
Winston Scott,"STS-87, Columbia","STS-87, Columbia",FALSE,15.69,19-11-1997,05-12-1997,Earth Orbit,None visited,Returned
Andrew Thomas,"STS-89, Endeavour","STS-91, Discovery",TRUE,140.63,23-01-1998,12-06-1998,Mir,Mir,Returned
Bonnie J. Dunbar,"STS-89, Endeavour","STS-89, Endeavour",FALSE,8.82,23-01-1998,31-01-1998,Mir,Mir,Returned
James F. Reilly,"STS-89, Endeavour","STS-89, Endeavour",FALSE,8.82,23-01-1998,31-01-1998,Mir,Mir,Returned
Joe Edwards,"STS-89, Endeavour","STS-89, Endeavour",FALSE,8.82,23-01-1998,31-01-1998,Mir,Mir,Returned
Michael P. Anderson,"STS-89, Endeavour","STS-89, Endeavour",FALSE,8.82,23-01-1998,31-01-1998,Mir,Mir,Returned
Salizhan Sharipov,"STS-89, Endeavour","STS-89, Endeavour",FALSE,8.82,23-01-1998,31-01-1998,Mir,Mir,Returned
Terrence Wilcutt,"STS-89, Endeavour","STS-89, Endeavour",FALSE,8.82,23-01-1998,31-01-1998,Mir,Mir,Returned
Léopold Eyharts,Soyuz TM-27,Soyuz TM-26,TRUE,20.69,29-01-1998,19-02-1998,Mir,Mir,Returned
Nikolai Budarin,Soyuz TM-27,Soyuz TM-27,FALSE,207.54,29-01-1998,25-08-1998,Mir,Mir,Returned
Talgat Musabayev,Soyuz TM-27,Soyuz TM-27,FALSE,207.54,29-01-1998,25-08-1998,Mir,Mir,Returned
Dafydd Williams,"STS-90, Columbia","STS-90, Columbia",FALSE,15.91,17-04-1998,03-05-1998,Earth Orbit,None visited,Returned
James Pawelczyk,"STS-90, Columbia","STS-90, Columbia",FALSE,15.91,17-04-1998,03-05-1998,Earth Orbit,None visited,Returned
Jay Buckey,"STS-90, Columbia","STS-90, Columbia",FALSE,15.91,17-04-1998,03-05-1998,Earth Orbit,None visited,Returned
Kathryn Hire,"STS-90, Columbia","STS-90, Columbia",FALSE,15.91,17-04-1998,03-05-1998,Earth Orbit,None visited,Returned
Richard A. Searfoss,"STS-90, Columbia","STS-90, Columbia",FALSE,15.91,17-04-1998,03-05-1998,Earth Orbit,None visited,Returned
Richard Linnehan,"STS-90, Columbia","STS-90, Columbia",FALSE,15.91,17-04-1998,03-05-1998,Earth Orbit,None visited,Returned
Scott Altman,"STS-90, Columbia","STS-90, Columbia",FALSE,15.91,17-04-1998,03-05-1998,Earth Orbit,None visited,Returned
Charles Precourt,"STS-91, Discovery","STS-91, Discovery",FALSE,9.83,02-06-1998,12-06-1998,Mir,Mir,Returned
Dominic Gorie,"STS-91, Discovery","STS-91, Discovery",FALSE,9.83,02-06-1998,12-06-1998,Mir,Mir,Returned
Franklin Chang-Diaz,"STS-91, Discovery","STS-91, Discovery",FALSE,9.83,02-06-1998,12-06-1998,Mir,Mir,Returned
Janet L. Kavandi,"STS-91, Discovery","STS-91, Discovery",FALSE,9.83,02-06-1998,12-06-1998,Mir,Mir,Returned
Valery Ryumin,"STS-91, Discovery","STS-91, Discovery",FALSE,9.83,02-06-1998,12-06-1998,Mir,Mir,Returned
Wendy Lawrence,"STS-91, Discovery","STS-91, Discovery",FALSE,9.83,02-06-1998,12-06-1998,Mir,Mir,Returned
Gennady Padalka,Soyuz TM-28,Soyuz TM-28,FALSE,198.69,13-08-1998,28-02-1999,Mir,Mir,Returned
Sergei Avdeyev,Soyuz TM-28,Soyuz TM-29,TRUE,379.62,13-08-1998,28-08-1999,Mir,Mir,Returned
Yuri Baturin,Soyuz TM-28,Soyuz TM-27,TRUE,11.82,13-08-1998,25-08-1998,Mir,Mir,Returned
Chiaki Mukai,"STS-95, Discovery","STS-95, Discovery",FALSE,8.91,29-10-1998,07-11-1998,Earth Orbit,None visited,Returned
Curtis Brown,"STS-95, Discovery","STS-95, Discovery",FALSE,8.91,29-10-1998,07-11-1998,Earth Orbit,None visited,Returned
John Glenn,"STS-95, Discovery","STS-95, Discovery",FALSE,8.91,29-10-1998,07-11-1998,Earth Orbit,None visited,Returned
Pedro Duque,"STS-95, Discovery","STS-95, Discovery",FALSE,8.91,29-10-1998,07-11-1998,Earth Orbit,None visited,Returned
Scott Parazynski,"STS-95, Discovery","STS-95, Discovery",FALSE,8.91,29-10-1998,07-11-1998,Earth Orbit,None visited,Returned
Stephen Robinson,"STS-95, Discovery","STS-95, Discovery",FALSE,8.91,29-10-1998,07-11-1998,Earth Orbit,None visited,Returned
Steven Lindsey,"STS-95, Discovery","STS-95, Discovery",FALSE,8.91,29-10-1998,07-11-1998,Earth Orbit,None visited,Returned
Frederick Sturckow,"STS-88, Endeavour","STS-88, Endeavour",FALSE,11.8,04-12-1998,16-12-1998,ISS,ISS,Returned
James H. Newman,"STS-88, Endeavour","STS-88, Endeavour",FALSE,11.8,04-12-1998,16-12-1998,ISS,ISS,Returned
Jerry L. Ross,"STS-88, Endeavour","STS-88, Endeavour",FALSE,11.8,04-12-1998,16-12-1998,ISS,ISS,Returned
Nancy J. Currie-Gregg,"STS-88, Endeavour","STS-88, Endeavour",FALSE,11.8,04-12-1998,16-12-1998,ISS,ISS,Returned
Robert Cabana,"STS-88, Endeavour","STS-88, Endeavour",FALSE,11.8,04-12-1998,16-12-1998,ISS,ISS,Returned
Sergei Krikalev,"STS-88, Endeavour","STS-88, Endeavour",FALSE,11.8,04-12-1998,16-12-1998,ISS,ISS,Returned
Ivan Bella,Soyuz TM-29,Soyuz TM-28,TRUE,7.91,20-02-1999,28-02-1999,Mir,Mir,Returned
Jean-Pierre Haigneré,Soyuz TM-29,Soyuz TM-29,FALSE,188.84,20-02-1999,28-08-1999,Mir,Mir,Returned
Viktor M. Afanasyev,Soyuz TM-29,Soyuz TM-29,FALSE,188.84,20-02-1999,28-08-1999,Mir,Mir,Returned
Daniel Barry,"STS-96, Discovery","STS-96, Discovery",FALSE,9.8,27-05-1999,06-06-1999,ISS,ISS,Returned
Ellen Ochoa,"STS-96, Discovery","STS-96, Discovery",FALSE,9.8,27-05-1999,06-06-1999,ISS,ISS,Returned
Julie Payette,"STS-96, Discovery","STS-96, Discovery",FALSE,9.8,27-05-1999,06-06-1999,ISS,ISS,Returned
Kent Rominger,"STS-96, Discovery","STS-96, Discovery",FALSE,9.8,27-05-1999,06-06-1999,ISS,ISS,Returned
Rick Husband,"STS-96, Discovery","STS-96, Discovery",FALSE,9.8,27-05-1999,06-06-1999,ISS,ISS,Returned
Tamara E. Jernigan,"STS-96, Discovery","STS-96, Discovery",FALSE,9.8,27-05-1999,06-06-1999,ISS,ISS,Returned
Valery Tokarev,"STS-96, Discovery","STS-96, Discovery",FALSE,9.8,27-05-1999,06-06-1999,ISS,ISS,Returned
Catherine Coleman,"STS-93, Columbia","STS-93, Columbia",FALSE,4.95,23-07-1999,28-07-1999,Earth Orbit,None visited,Returned
Eileen Collins,"STS-93, Columbia","STS-93, Columbia",FALSE,4.95,23-07-1999,28-07-1999,Earth Orbit,None visited,Returned
